#,Address,BLOBZ,Points,snapshot_org,golden_blobz,silver_blobz,galxe_leaderboard,blobz_x_fwx,300_bitcoin,questn,gull_network,3960_jk,600_somdej,1000_lqdx,100_op,last_change_to_mint,blobz_invasion,get_golder_blobz,fwx_trading
1997,0x55A5705453Ee82c742274154136Fce8149597058,1590,7,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1997,0x56c202807C8caf656f6818cDC66C51fAf2eA1628,1590,7,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
1997,0x5717856A431fCAB27198B18aDCB0215E44F85583,1590,7,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
1997,0x5894FC5d4225aFe25F2e04a77C8cd04fD57dDfCF,1590,7,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
1997,0x58F145E0E18A0bbc7396490b6eFfd4C9a2cEE0EF,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0x599Ce1287Cf106a48D1b3E9777bEf005720DD7FE,1590,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
1997,0x5A6FD3e72b274b0f8c35F2588ffD55B69396a1c4,1590,7,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
1997,0x5a36E2720b017A60443cD345FEb0E57D1C6Ab74F,1590,7,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0
1997,0x5bce418b719C9a8F10Ed44CF3170F783d01f81A2,1590,7,3,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0
1997,0x6259C20A370eEbC21d56B0Ef8718fb1a8c556C44,1590,7,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0
1997,0x64632EDa28CE56F8638555baeA5F306d75A7d0cC,1590,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,0x64d240dEBE8F2CDEE601837f4819105270AD7cf9,1590,7,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
1997,0x6527d64Af79b9Ff32fcC09B61b8c7a967DC764Ba,1590,7,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
1997,0x66026392412aa56f675D625AE02d7588d33Be230,1590,7,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0
1997,0x66070da7ab73f44Af54AFA8bCc5dC98eD5e4923a,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0x668E8E8087d9559Ce34c7aEd4f9fE3aA40136dA3,1590,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,0x66D60cDB2133522B0d2e17B889b8AB911095D896,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0x675C8640D78bE59b9810FA3fadeC49d6afC3bb26,1590,7,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0
1997,0x67Ee5213155DD584aBb876B737E3ba9aA1f150f3,1590,7,3,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
1997,0x690ebb72EA7f5C37EFE9C325e430129D6674D5Ef,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0x69394D9Fb0CF4edaB537804d8eb1639B07471ec4,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0x6Ac5a8D0203b9Cc4752647f2aA4aA87C7f290774,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0x6B190ca03fF9cb582Fc80d0fa76069d8768b8B99,1590,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997,0x6C41d9169D27C436EDEBC08b53DCabDF901816E5,1590,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,0x6CF9F1e84E8542Ba48b2A295b35F62dfE5f7B9FD,1590,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997,0x6a6132f45649909692f9d452A6D7064d4EfF43d2,1590,7,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0
1997,0x6eE30E8Aa11e77D755a9359764Dd78D74F509D26,1590,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,0x6f8b3E110995DAf3c3B48b10E106a7860F3EcacA,1590,7,3,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
1997,0x703d99561a06FDBCE94458681CA43F1eE12EC75a,1590,7,3,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
1997,0x71A61084D15f5471Ad396f8648f908eAe404a5Fe,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0x74cfe8AbE2DD9a9F36854725eC23E1425f9A114E,1590,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,0x76936088e610b70da633B485E35ABE9A5aC1aEa0,1590,7,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0
1997,0x79a20773bCE09cA279Ac42e9b26f0b5d9eB82fE8,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0x7A650BF407718d36E210DAd29585d33066439160,1590,7,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1997,0x7BEB64B735F94F115854DdCC33B32427dAa46537,1590,7,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
1997,0x7aE1CD518eCf4546Fc93796dbB26f0Ee0A1B35ba,1590,7,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
1997,0x7b9c848b3BA555992E1982E3D7f09713454CF2ea,1590,7,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0
1997,0x7c302FD73bAFa956cB8f922D5cB2D69939F12E70,1590,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,0x7d46361468F88F811fd99a62621863481DA78f77,1590,7,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
1997,0x82D2D83134362355c0b485366d1f6D4dC38515de,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0x838Bca83E0568703F011eE6c09E731C2AE8F18c4,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0x8477997B959b4f9C49146F1364Ce789FD0DE5EAb,1590,7,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
1997,0x872f290759082eAf251e33A8dC89606A765b6918,1590,7,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0
1997,0x874B9A1c47cE5e839a3F0F9F1a3c3c1bDa170213,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0x8764fb72786C9aDAEe36e38Acb3f23b5145A4B78,1590,7,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0
1997,0x881134CA7693530417C06A57c23E99C9E8F0Ef7a,1590,7,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1997,0x8D93c5E1e4439f91FBd21ceedDFEdC1D38410424,1590,7,3,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
1997,0x8F077721d9A1a0F52635EF8077a5513Dd4F72DEa,1590,7,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1997,0x8b49802E0AC51Ab60F01a3D21c7afF14C9f5eD98,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0x8bF62F0819aF9115c7C3173dB4A55886a17E0790,1590,7,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0
1997,0x8d1012A46525Bfb1680C684Fc9cD3d01d6d1dF6E,1590,7,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
1997,0x8dbCA1cB6478e653A041a08709a09ba71122f734,1590,7,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
1997,0x8e44fDAF9FEA4535b5C6d84160B3Ce3799773FEE,1590,7,3,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0
1997,0x8eC1f5911134323b6516d575c50f8E578cD9c621,1590,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,0x912635E68C95c53A9716226046dcbDB0D4a507Fc,1590,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,0x913a40904e2A17420E30BaB4D238D2817894B909,1590,7,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
1997,0x92Ce7B68F1557CE2b3349e96037Edb3544a4534C,1590,7,3,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
1997,0x94D850193221b3E9F7557480383698233E1D3F72,1590,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997,0x94fA6CB1f4d2ADEe19c3ec2B12E84aBCf1D1ba0A,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0x95De271E0026ED3f87365E81c74F6298F76904A8,1590,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,0x9635bcC0E4845126FDB133DE103d1F84DA3f9ece,1590,7,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
1997,0x99893Bfa2ab7307fE44Ac8366968505202D497ee,1590,7,2,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0
1997,0x99C0e354d80b718051F87Ba103d8F416D165F52A,1590,7,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
1997,0x9D31289E75EE20bB02046775C0e976e00c37BB00,1590,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997,0x9E0E9CAF794E039CE3DCe292EE99345F30879680,1590,7,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0
1997,0x9a138b484447bA0f5a418522bCee8C001fbc2977,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0x9eB3feAedCcd9B364D5C316888b47ed21c9b48B3,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0x9f834835927a0D9d589620669c0cd16B6AF87D57,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0xA012B32d3568CC93713A5e63DF7a772Af034af9A,1590,7,3,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
1997,0xA58Bde8592d092EA551C5868c7db0eFE5d87c613,1590,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997,0xB0c8EcB25B41C01529CA35E33c09394698De666C,1590,7,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
1997,0xB823daf3c69098021D713f7905C5d83F7cc4B84b,1590,7,3,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
1997,0xB997b765e29A14252891C102Ec2eC246F8f35DA4,1590,7,3,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
1997,0xC0809985d41C6f8D577A5200c096f9adF80C1455,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0xC13ccf23E4e4709E41fC468a8C7e353c69bf94EF,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0xC1c7474bD53104B9da90BbceecdeE90ED9269ba5,1590,7,3,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
1997,0xC2b2AD6B3735DB0B7242d6a31c43cb3cAa0aDc60,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0xC2f037167eA722b92d067c524fa1FF30AaD47053,1590,7,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0
1997,0xC345D9D3d5E55943B012258e90D2E41b8B134838,1590,7,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1
1997,0xC3EE19826F13b3509c8fEDcC5576552c36dd74BC,1590,7,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1997,0xC8e1f80e0acC99C2DEB9393Aa5e85c07AdA33C63,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0xCc4f1cb6064A69aC83A5133FFCf09217ae33c2CF,1590,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997,0xCdb4EC70b1Bb26a3eB626E0eD3fdba5922372f14,1590,7,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
1997,0xD16E43Dc837E9E6A19C95C7436122F0a3F4BA6c5,1590,7,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
1997,0xD226E980fEbDc34cc91Bf07c256Cdd4b5d78e7Bb,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0xD27d61F9B739d8f2290D63206dc1d3be70acfA72,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0xD37FB977f826e6C0049d7fC4fC2cD49e2c64A439,1590,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997,0xD42dF3DE241BaAFB395E8C3CBda448083A91c226,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0xD5D0c70A768a0489695596bB48030a3148a5BD13,1590,7,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0
1997,0xD5f5e73FEe6FF5dCf5C03b61441932071A3B39bC,1590,7,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0
1997,0xD923dE646D3f0BB9Eb7f9169f259C79C3edE2188,1590,7,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0
1997,0xD9CbEc070A4c5dF66D6884fA804e17643EE763Bb,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0xDAD1c6eD1D8A6f6640E14e99C5231d9A72196d05,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0xDC2a82f1d03e6E6bBc9a05969c48122C274AAb82,1590,7,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0
1997,0xDE7F79709405aBd23AC812C7d9b881cC674EEc89,1590,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,0xE0a47c3Dd799717CdF95c854Fb60c03e368687b7,1590,7,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
1997,0xE2Ba936671D38a49FE23Ffc0933d17c37d204500,1590,7,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0
1997,0xE3ECaC7EA1788cF971601437d61669D073aE8EB6,1590,7,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
1997,0xE40d244f914538Ff8ABeAAae048fcd978d3CF9B9,1590,7,3,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
1997,0xE51e5e497DFBa7bB77eAD4043Ea9c6741B916c8E,1590,7,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0
1997,0xE951D6Ed0f9d9F4898bae91960Ed640698fb233A,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0xEC10351B427015783EbB4FB9f1614C0c6A4B3444,1590,7,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0
1997,0xF175a079Ed90C3F52B0934cF71A72eca084eB94c,1590,7,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0
1997,0xF34ffCB23746233102F781E745e42Fdb78ed532E,1590,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997,0xF553e709F20db3245707B9043331Cd7ECf3E8F00,1590,7,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
1997,0xF5CB452BB8D0a15e9b4230C55D9Cf1d75f14060B,1590,7,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
1997,0xF5cA276e69bc0B24056a5d30f8C9cDa125FFb8d8,1590,7,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1
1997,0xF8C03084E6a0e021DD1ea0445C2A4E25339C7a4B,1590,7,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
1997,0xF95B398F5D2e6341b33f2d405AB62e4256900630,1590,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,0xFA4B47D26a8Ec5B50c2d118c1d20058E7210512C,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0xFD73d18cf5372084eBE4A6D40F19b88019317F28,1590,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997,0xFa8db535Bd1676D60a7E669ffe86d21B7250876d,1590,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,0xFb1ef09a0DecB91ceA03d577E6C156b843Fb4Ef9,1590,7,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0
1997,0xFf6e3780B0b8645B797a889fEEbe876C2fcCd06D,1590,7,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
1997,0xa012041f4Ad5EcC9aBdf0644DF26df302a67fdf6,1590,7,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0
1997,0xa319Dc6C663aB35A5F43B356abC6724bf3e4DdD8,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0xa6D51779B45bDf1C5b6BD0Fe86Be2C2d9481e69d,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0xa71C40350D5545bC45A7fF03E90fdF685C792E1D,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0xa822a4a4Be2f8D0385bcCa4f758F2779C36E260B,1590,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,0xa9bD436A29c83c7c77326AD019FF791d9aEEb92B,1590,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,0xaF79d996756495875416AE8eB45435a1f6D0A32f,1590,7,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
1997,0xaaFb0204955De41Ade6B1BaB01cc249b35e4C6C7,1590,7,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
1997,0xb156B83B38Af5D579816fcC97b2CBa0aF1E8dD1c,1590,7,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
1997,0xb21229aA461A2f3Cf49dEC2ED70bE9CC3088d032,1590,7,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
1997,0xb475Bc2Bed71C15c1cDdD94d954B27f3354Ac223,1590,7,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
1997,0xb4C02336C640B8260f1c3265Cb38c44Fb71180Cc,1590,7,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
1997,0xbBA58B57dA6c6A89aA64Fc0D534Db505366dc5b9,1590,7,3,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
1997,0xc4534BdBc3D3b521a7A41b222eE6C6258a153ba8,1590,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,0xc6992375f61771D9Fd1427ACb2106ee5eA5bc931,1590,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,0xc8dA0c2B229De11Eea1a596484fe75A1bB555C31,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0xd165fD351d18Aa303732F289832E567b9EAE0D39,1590,7,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0
1997,0xd4aFC7f0c3DdcBE0460956a2920c6a0B3520aA36,1590,7,3,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
1997,0xd89f6FA43Ab597931079c9670438Fe05F3dD77ea,1590,7,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0
1997,0xd9939a0FF223AF886CBcF2C0140C4cC19a8b56FF,1590,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997,0xdBaBaf9d5a1a51615980510dc48160A629C88b8f,1590,7,2,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0
1997,0xdD0E8bc42f6126D0D2585b4Bf07692D9B172Fc77,1590,7,2,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0
1997,0xdD61b2a56E18b1cABAbbCd4184e23Cf270218EcB,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0xdFAcfFdf2D8695dac543BdCE43401298590A661b,1590,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,0xdcEA2FD2fc80559DC5D2DcB1C66e437591e5b9A6,1590,7,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0
1997,0xde4CA30765D94d5Ce976a4FC91a6B0B730C7b0f3,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0xe049950C8Ea54E324566ceF8d76Ebe73B50Cd5c7,1590,7,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
1997,0xe19bf2d755fBd0B2FD6ba0492d6Aee1dcd08ba78,1590,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,0xe76F0bc0Ce62f5aa13315f3Ae844dDf1DE9f7A3B,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0xe7f6e856C3219d4A7db412373F626898DdEF37ce,1590,7,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
1997,0xeC5897C5466558Cef257401a92568B543aF6a864,1590,7,3,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
1997,0xeD03a9871371F69596DD5cBBcbEE4FAd9096fa1F,1590,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,0xf31ffFbfACe76E67344B673CF3952c1A2F468Fc4,1590,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,0xf68dd406cB1e1d1e083cA2690DF36CE737fCcd37,1590,7,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
1997,0xf7010bBC34e6B777631323C6fF3809b1De2da170,1590,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,0xf907D29eE4AF1E772167E3aDa5e67d7C93d7c763,1590,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,0xfa7b616E68fC25c0F590b17800830bA3C2876766,1590,7,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0
2235,0x005a36C1EAa64C5d0e580a80c58Ebd8EE3D8220B,1363,6,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
2235,0x00654e9c757C37Ef5914717f8563d200524DbDa4,1363,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,0x00d79EFBF49b38a81d31acf6476F0f72a286BCAb,1363,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,0x012a5E2AB2D26DB89D50D625E90b425e58356280,1363,6,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
2235,0x016D933cF92434F2A2A4F6Ae973Adec154Ad2d69,1363,6,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
2235,0x0174c275B0e8226EEB199bfBBb6b5B30eC3D9135,1363,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,0x0178274Ec3e22cB684a35d829f5e15F66441e71a,1363,6,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
2235,0x01E900E0DEC64209c8CBbA09280008E7888ea99E,1363,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2235,0x01cb75c91F683B2f4bf8568698fEe134013214c6,1363,6,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
2235,0x022Fa7392345f6511cD5b8361E9F63Ec48D337BE,1363,6,2,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0
2235,0x0235f1194085FDB36dC2eAe67313C9dbac6c4CeB,1363,6,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
2235,0x0302f495DeeE51627014E73E3b5f937fBdFb2680,1363,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2235,0x038Ea0c95bEE30A65B134ea14B4a65D15778eE6b,1363,6,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
2235,0x039167106cDdB09422B16C6093EDa71799d47E85,1363,6,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
2235,0x04168ccFDedf4b9aA96357A28230e8F0F9A2a848,1363,6,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
2235,0x042276489F26ce13ABE72d0f947821D4D1034201,1363,6,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
2235,0x043de8e3DED9B7ac93e1c4ad850Ec35537F84258,1363,6,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
2235,0x044dA11D9f24BE3CF556feA1A1F5368A19B4f1A4,1363,6,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
2235,0x04729D32665406F828c6381a825bE21AC3059ea0,1363,6,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
2235,0x0473aa4fd1E0d9E2DbC6E77470D847ecb5EcDe98,1363,6,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
2235,0x048F07f37AC5f4a23a09208765edf1530b61CDa9,1363,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,0x04cFCed458e32a6D10d2C74cEcA2528021B328BE,1363,6,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
2235,0x052D127b07Da6d18182B8DBe96bF2f814f74F7a3,1363,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
2235,0x052f6f1b6629c3d3982130dd80eD571F63033eDe,1363,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,0x0538f44EBb15A5B89CA39B7608ad7D5EeeEc2792,1363,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,0x057561523E7819d19d7690ECa2ff05a138Fc3B4f,1363,6,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
2235,0x059C91d495b9e460Ae156376337133C39e4Ceb40,1363,6,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
2235,0x05aFe80FEEC381a4455035b057C92dbd5efCaD80,1363,6,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
2235,0x05d4EE3cFe38e8142d14823d00aEcDF76E4cDF7C,1363,6,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
2235,0x0677258f279146E2518bF7Cb53A31c6bEadD5eFe,1363,6,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
2235,0x06AB16c6E83671013734497D68BcAc901eb717f0,1363,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
2235,0x06FCc5F1e7af00F53e9eC513A1c114A3549aDd0d,1363,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2235,0x07F1C786a54B2eAb06cFBEF2F806677EE5E18265,1363,6,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
2235,0x08141a8Ec99d8c9DE58Ed97236E23A1C474863E8,1363,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,0x0853ef4F5C90EB6D7baCC7203f86A6FD27d9C2D3,1363,6,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
2235,0x08B30F7Ebcf59F8f3710C6AAB9aDEdDED73b7deF,1363,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,0x08BECEBd49931638386C4820B6d296a680a1FeA0,1363,6,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
2235,0x0942e8D355565134B59093F568C0B7d57949C9c4,1363,6,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
2235,0x09E95552456b177d9eE103Ec96fCB37344a7CB3D,1363,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,0x0B7D631863E05869CE419C9669A59f3e1b1EfbaE,1363,6,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
2235,0x0BD84876a241F4d7E95C25a7d544f04Aa0412A0A,1363,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,0x0C85ce04FBf48b2c440E0fBa189508b0D4217a1A,1363,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2235,0x0C9eB0E532b5eeD59bf37a8CbB6EA19FD8A6577b,1363,6,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0
2235,0x0D881ab5B0B6Fb6481e5d5Ad65C989bfE4b5abBa,1363,6,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0
