#,Address,BLOBZ,Points,snapshot_org,golden_blobz,silver_blobz,galxe_leaderboard,blobz_x_fwx,300_bitcoin,questn,gull_network,3960_jk,600_somdej,1000_lqdx,100_op,last_change_to_mint,blobz_invasion,get_golder_blobz,fwx_trading
6378,0x9BE4990154C1ffa2E31969714a81a994239D8c31,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9BF3aebe6eb7cb0AB720EA7CD85d0AD2948B0037,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9Bc39CA1a9ad2ED810c97E5D315D4527A87f0ad7,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9C0f47022c83E0bf1046a357B5Fa9E1Cb2724cb8,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9C17a803897911Bf0367927C7F4C3F8a04e3Af88,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9C392f2018765D96c037Baff307fD57B3dC07C02,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9C529Af39499Eec506aC31fDfA13bb299C2C2A55,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9C98f6CA30F3FFdaa641BeDE9ece336A8b806693,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9CB81C5E9918edAE1533510Ef558b8C97252da68,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9CEbefdCEFdac9ea8F3D69d828Fc2f16798aa401,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9CbB8ccA3c8dF33CD79d4205C23CCa717f2fB831,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9D47a549146672198e7acadaF4A57C0c5f24d9f8,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0x9D5d7E52e1b0F413Abce69B57440855FF0Aa8c72,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9D67365B97cf04E6FB2f059E94c4E9f7189EaAD7,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9D7A509510B46E293902a85c35f0b57d8d9F94da,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9D9370351723A94A6ca51c991B08C423895688Ca,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9DAE08a2b93824774B20e57cB51DB4c66D215a0C,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9DBBB2BaCdc440e14DAE44E18aD6218A7736c25F,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9DDbFadf4d109149242a3C037d3BfCF3DFF8d39d,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9DE3168EcF47453b3d611381118269178bcfF520,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9Dc02c61c6f32B3519E2FBB5ba7c035Fe56C42DD,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9Dc051ce8Da00508838D152C35f1Fb94DE32b6Ae,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9Dcb3014dE2B56bBf222771D3De5ec0808161060,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9E4D15E0ECB571E7e66831334519C76130f29636,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9E4FAd4d3232E402999Ae8f6A6e02F3Ef22FB98F,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9E553207Fd42A9d6e1783b1378e6A284a51e04a2,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9E5B0DC8A5495b897124e83270B388E894766cdf,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9E6822607EA375f5bC842Ea017419F348f11e6F4,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9EC5fCEB76b0BCb2F8277EF703f546E2D8A72Be6,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9EEe8FEf7Ff7034B65201977FBf2acDD959Bc46E,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9EF171A8C62Eea6455830Bde5de99Db5A7cA5119,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9F0E66274dB4436c3CdE04721926F65Be0Fc6EbA,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9F173d357AFda4BaeE1416e69707A027FE486638,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9F2298B03dd6de5E1b0Ff1C4C1250ca07F2929F5,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9F3C061270C4492bC65BF976762742a861e6236a,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9F40733898C9cd9Ae764D084910D22EeCC9CCBd1,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9F435AeA711BD96Abd1414B91246d8f1012EA0a8,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9F6934581c2DA935A530f5De65De188E15Bc2678,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9F8d845325f7B5941803A0D8cC379848bFAB012a,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9F9EBCE72C0715CdbAD4d589986EB22F6782A1CE,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9FEbDB5C117B9661940494704A6057Aa638dE276,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9Fa2D94FD56c8a2f2Fb5153683221b27f45fF0da,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9Fb7563A1969f034e8FeB83e499C967D31538E86,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9FdfcAC75ea48E6D4A60480C099d19d88A584311,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9FeAc18007E38c8fBa5d5BF07fF04746f64D169E,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9a04Fc87aadFa1cae9d6E061c5fcCFD976E4c9E4,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9a09f5cAca82B67eDD330CDD8d50b218A82cfAC3,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9a334f7fb7ef3d6B4C5D834dE7e8122Ce37F165f,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9a60783B51f05fEe589820d2ae479ed814A817d2,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9a74eC99Bd88ECA680485dA7F32FCa05Af375dcF,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9a7AeC9fee56e448A52277AfE3E8237F89522F3b,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9a9Cd621bD840F45A9Bf206d712681472f749d08,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9af01f600aa5A927b975a221c48132CcDEd5DC4C,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9b02589B2Ed7D02620cbe4D71eeA1f5b72CaE0d5,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9b1Ca96D28f61F7AF0Df7F7980f0961B2f0f545f,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9b2b6D40827896be5693Bab53888a8b4D97c735f,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9b457bf458389078C3b85e88E9859F7511507040,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9b688531B4AaB934c708954A79E8c63cA59CE6d4,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9bDe307D4BaF534c927d111b257B601543E08a32,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9bE086BB05F6A787fEA1c2acF89D62716D7D4AB1,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9bFdb97838a3788986dfae681A88576f7eeeC5a8,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9c035924d172A5Ba3ef6E544af9DDA28A47508c4,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9c06cd3a4B5556fc4FBd8F7c87E03AA99713E5Dd,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0x9c22011C8B55F619F2Ae62A54502fb031373a6be,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9c3dB91311DE3B646A3E4b23eaeB02a03826ee09,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0x9cF08Dd3c37a7Ebeb159eCe23dDC4D547241E96A,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9cc718885e81Abd678C589AEC2d24611E1152911,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9cf425C7B1d2a73bE0d6B142E001A1d4F88D2132,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9cf8986e78d6215d1491c66D64409a54CF6268E4,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9d1Aa9F7bc9B973E66a92b828f760De4f0B5c217,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0x9d219D3A7b2c336A41cd60C3af9ED4a657a525cd,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9d2b2F3427FE71c48891F0a406D98fe1Eb6e57f9,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9d3f758d7169F4c833f75d0b5358448eBba2B598,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9d4ac2E82C94727B814CC015c46b591210818402,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9d77521F1F9fF351825DD8d4BB4E407FF6e28dC4,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9dDe7CA07Ce138916A685323a3b6B4a2c84A6E8c,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9e1B63A2b0cE9efE93E8dfD32c07a490703dA60f,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0x9e1c63A25Cff13F2068477D5e23dAB17fb22616A,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9e47FBb2a2A27B3b02E4a63b3eF5A3dC863c0223,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9e490445a8323D04641E5a8DFc8f23560F86c797,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9e602c1920443F01Cb100a57A7F894df8Eb42f66,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9e7FA0ff87EB872D9ce1D236499BcC5AED94511B,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0x9e93FbfBACf7c30C0E032B1Db368B52Bd6bd1765,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9eD10c2C61CEB237de09744Aabb56695FDE50d5D,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0x9eDc91EDaAC815BCCAc2533817D9D1B9cF2dBc05,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9eE55c96b1C8B5a0Fe503101545852D4Aa239CA1,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9ebd20a4788C2d387cE91c3E733d33A76e8e1f71,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9edcec146a0F5e0AfB8e9d0b91C7fD1505B5F58b,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9f003eB942d0490d7493ca1D827f04C0c084Fc9c,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9f0F5Be7AA754b1134E3A88c44BD4a72C2468F99,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9f21A9D353f5B0DE03c1D9E2Cc36515274d4FA7e,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9f36696754d22fa1598c21bd05b0FA2874b920F1,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9f39939F6f6e9396fF07a6295931E157244F82bf,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0x9f4272502A3071CF340a99f915D83B26F255C45E,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9f8bd062b5e6319fCFAe0280ef7C5e9F814eA755,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9f9f05D7b373B8EF57CC9579D0b54f643e1835e6,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9fA16C516b04aedEcCFA15b1fE1FF25179F365c8,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9fA9b283cd8147700AFC10B1cB72f090226213E5,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9fAF0cbB079370504959e4192b6547564E7a8deb,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9fD0028568b9211D88a93aA5b19d45DAfdEa9679,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9fEa3f0a23eD850C5d72Baf411088969CC16272b,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9fFC4B0D56f40672a69228c15992953BE02558b4,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9fa1cD2D29014F2317AA03712FcaCe59B2B3d7AA,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9fa3eC5591f01173C7959BE92344c609e7f9b8e1,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9fc10e6dc30976EAbf4a770F3f62e85605de2c90,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9fe895936e793f8953f00dFAbe6685923d6De16B,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x9ffA87C59Ab119D6f63e4Cd94a5613Bde210cfb6,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA007b5D85f67A4d882927ef2Ca992735a21d5028,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA00B77203F0A01F72396e5d7543111c0D2bA51Ac,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA0164833C956F812294fe624e08C17Bab439Dadb,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA01cF08937103a30E06a5c3B4477f9243A4cBeF1,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA01e8b200BB96e9fa246bc66F6b4FDf54089735b,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA028EBb4bD6f54E850e8C6604D82E8592282067F,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA02eD65729C25b468aFE9dCD9Ed4c0b27a9f9f4a,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0xA03e6a8D615b9D26a206010CF02dE9FEa6A8872a,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA0676eDd171904F489D7E76B554E11E0167397C3,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA0842862fcD392707ce9348C1Ff3179718180C84,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA0B3BC12ECaE6121f32B0eeeF6082a0e2A0CD9e0,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA0BEFf760b011c356dF9eCE35B1a20692aC9f107,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA0Bf4073b71F5844C7ba8Ce40b06782187871099,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0xA0c6154965973801E07956B91a8E32d8F893bC7A,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA0cc04B4356B7b8db816030E8bf1977bBd75ECFD,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA0e91Ceb142A552FEB99a89560f405c66bbDA8A4,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA0eBA15eDA152fcdc38Fb32e3C50F73e3a2Ea965,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA1009269364759Ea8fA553150A46527348B36fc3,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA1138Cdc67B166da382e3301855a7065A008a809,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA153d98295027bf2FAFa51Bd63Fff467C433d860,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA172d783fc38efE8135E6A3aeaab5c4932Cf2623,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA17456c07FaD4B1764345af62f4Fa26B3102B00A,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA17a18dF92D5bD8317Ff9F388df29f884EBfeeF0,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA18e2301193A680570151D9C2256eA4D26Da6315,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA19d4f5A4Aa9d6ce688bb936Bf54D9eA4c14ca2b,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA19eb9d6E433E7F3F70f434E76Bb4D7E6E59A0ee,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0xA1D65f293e87e7BcFc84E4F5f56d1319168793DA,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA1Db2b7193358B8467266c6dceF285C30410b99d,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA1F1C6709ceD73572aCF78939500A168ABe00858,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA1eF29a71056039889362D385b1Ce2CA53AF9b22,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA2162893465F7699002915c0213CE26fFd604bB1,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA2672E525c07592f7bDa6b4D7DBFcd8d7d17820d,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA27B3C18892d2E2Fb9991D01d9179DD06f3200b4,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA27F6a138a98D250451C368cf977359609BaB8aB,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA27e6bb9dcB66CcC069312865Ac92ccb069F3A85,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA28416E44306a5046F3113D53708EaF36151Cd28,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA2A2602bC84371E6A7af8b88467E8b3f10aa7658,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA2Beea82c7df625a6fB812991B370C82952Dd488,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA2D35E418814A8b6367c66a5ac2FEc8ea16332b2,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA2D9e96754c5ba51A0A13366f2d3d32a2e4e79B1,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA2d4f0Eca2DcCFfe694c97AB0d6175fc5b15A5Bd,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA2f72827B6651451E4322D9eBdC6Deb143984E3E,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA301F00b655a45D454747B4b8fb3dcEFD8C4D66f,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA301f940111Dcb0c5967e0a2C7904f34EC4A6AD4,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA31A184afe5500012E7e6dC32CF1aB4F848066Ba,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA3614E529c1E5820cD8eE68B5Af19AB5d31E08C8,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA364Df23573Ae921Af286f882f824Ea3A63ac3C0,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0xA37958D0760cfC5884C30923B6D2328cBb05deE9,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA37C9B398B67d0B707d558131B17207CceD518dd,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA3DBEE0881D9287b962f491268B064468B325ae6,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA3dB1d010dA86bCa4e522E40a6B6B060d7543C90,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA41B6915dbC94A378EAf24F69F13F0F249BF113f,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA48E90C18602F31Ec74e73Dc3c29CE56317eA5e8,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA48fE0A3fcd95ecE1BC4B35cbf53a9C663A599Dc,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA49CEE842116A89299A721D831BCf0511E8F6A15,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA4FC2134018f1fe9a103b0F33dda0E08864293c8,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA4c0a355e01f865aC1981cb734A4cc9983241a17,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA4eef0a1A26fbf1C1A73105284749beC3fE4C9b2,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA4f3Ab53549ECcA21a7Ab67Ed104d86863575BD2,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA503380Cd1B6E169Ac5b9bF4053e4Cf87543D7e9,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA51637A270398d5C6509B1E62aBCf026874DF91b,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA534EEeA097D3Cfabbc155bAdAA7e09aEe07E343,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA53AB4AEdc867F7c719a77303C7De7f6Ae6387CE,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA54abde5A82B7661C6a8363ff845eB22b54B2Ee9,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0xA55B83A593c2b076B0A9c165090cB5363fb1fE3B,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA55e2f8b26a96d3cCD2952d77ab55b83febc0CFE,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA56e6CEF6DBf6d75a5932015caC5088223aa82Da,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA57ab49195c50059ff5a9231b41d306962BC4385,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA5836A1f1B6dbD88248F960cD83dcb2BDE1C92ae,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA5Cefe41521EF8273F4Bb341e321948af4a62bC5,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA5EfA89B8C0899D2acCf708246b24ea3dBBd0E09,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA5c0F1328DdB891Be27789437d6C50Cc0BB08129,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA5e8cA21194a0E711472f2b5B6d66728eFb2d6d4,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0xA62e276E7767f1393CD2aA682eeA3b4C47Dce86a,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA6482c6E4f487C9783690B8a02b6F15c214D2F0A,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA659f9D226b4E218d01ca451d55C11f42E4ec3b8,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA66639D3CFc99622BCf33827E1bFe009D1462d08,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA67952c04135B371a79d107E46b735799e27931e,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA6B7432a152c21Df97a8BA4A1f6C649F69f0cDd6,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA6bb4e23C5E78C2c57300332DEFfC115D1d9969f,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA6d29aDC7487A38e6f523370b59A9AeFf81639C8,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA6f4fa9840Aa6825446c820aF6d5eCcf9f78BA05,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA70C0f6BfF4fD0002459b75c5349A5FA18F37303,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA728261110Fb97582dB55bFB44A16326b5A1da8D,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA739d2f0002F8Ab6D4a8939433623362A5d4b46A,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA7459647305E88638862704d52a3Ed2bBEe1364D,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA757A40EB8256CD8dBD73df6F2aCa368bce281db,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA758704fC62537518266Ec24F27B158E94cb1Ee9,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA7682b2c46fE070191288c378991bE919a9C6E5f,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0xA76942Bb5975D5f0b36273f9a262eaF6a2bE187B,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
